IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Size_1_[µm],Size_2_[µm],Shape,Colour,polymer_type,library_entry,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
26618_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,70.0,21.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,38.34057902536163
26619_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,68.0,54.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,60.597029630172464
26620_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,120.0,89.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,103.3440854621105
26629_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,61.0,50.0,irregular,unspecific,Polyamide ,Polyamide 6,1391.0,1213,0.093,1.0,55.226805085936306
26630_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,169.0,55.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,96.41058033224361
26631_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,61.0,52.0,irregular,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,56.32051136131489
26633_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,168.0,126.0,irregular,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,145.4922678357857
26636_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,134.0,108.0,irregular,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,120.29962593458053
26637_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,270.0,56.0,fibre,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,122.96340919151518
26638_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,363.0,26.0,fibre,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,97.14936952960632
26641_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,114.0,29.0,fibre,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,57.4978260458602
26642_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,95.0,70.0,irregular,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,81.54753215150045
26643_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,162.0,27.0,irregular,unspecific,Polypropylene,Polypropylene,1391.0,1213,0.093,1.0,66.1362230551458
26654_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,79.0,73.0,irregular,blue,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,75.94076639065476
26655_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,65.0,46.0,irregular,yellow,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,54.680892457969264
26656_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,97.0,71.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,82.98795093265046
26657_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,464.0,104.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,219.6724834839357
26658_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,83.0,43.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,59.74110812497538
26659_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,899.0,195.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,418.69439929380474
26660_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,505.0,54.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,165.13630733427462
26661_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,95.0,69.0,irregular,unspecific,Polyethylene,Polyethylene,1391.0,1213,0.093,1.0,80.96295449154508
26662_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,402.0,27.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1391.0,1213,0.093,1.0,104.18253212511203
26663_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,108.0,38.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1391.0,1213,0.093,1.0,64.06246951218786
26664_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,51.0,22.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1391.0,1213,0.093,1.0,33.49626844888845
26665_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,214.0,67.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1391.0,1213,0.093,1.0,119.74138799930456
26666_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,494.0,38.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1391.0,1213,0.093,1.0,137.0109484676316
26667_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,152.0,137.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,144.30523206037958
26668_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,297.0,80.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,154.14279094398154
26669_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,90.0,54.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,69.7137002317335
26670_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,181.0,48.0,irregular,unspecific,Polystyrene,Polystyrene,1391.0,1213,0.093,1.0,93.20944158184835
26673_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,82.0,62.0,irregular,green,Unknown,PG7,1391.0,1213,0.093,1.0,71.30217387990355
26674_0,Schlei_S23,Schlei,9.78108,54.5722,sediment,27,BONUS MICROPOLL,340.0,43.0,irregular,unspecific,Polypropylene,PP+PB15,1391.0,1213,0.093,1.0,120.91319200153472
41727_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,148.0,62.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,95.79144011862438
41733_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,218.0,50.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,104.4030650891055
41735_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,131.0,31.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,63.72597586541927
41739_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,148.0,37.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,74.0
41742_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,122.0,66.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,89.73293709669822
41743_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,91.0,28.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,50.47771785649585
41747_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,82.0,65.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,73.00684899377592
41751_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,80.0,26.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,45.60701700396552
41753_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,153.0,35.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,73.1778655059028
41755_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,162.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,86.32496741962895
41757_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,266.0,78.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,144.0416606402467
41759_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,89.0,31.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,52.52618394667559
41765_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,86.0,80.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,82.94576541331088
41766_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,71.0,65.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,67.93379129711516
41767_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,65.0,14.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,30.166206257996713
41768_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,70.0,54.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,61.48170459575759
41769_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,95.0,19.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,42.485291572496
41770_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,333.0,43.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,119.66202405107478
41771_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,920.0,36.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,181.9890106572372
41772_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,217.0,21.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,67.50555532695068
41773_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,65.0,62.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,63.48228099241551
41774_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,297.0,31.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,95.95311355031686
41775_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,161.0,35.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,75.06663706334525
41776_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,295.0,62.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,135.24052647043342
41777_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,363.0,83.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,173.5770722186545
41778_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,624.0,36.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,149.87995196156155
41779_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,95.0,60.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,75.49834435270749
41780_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,351.0,89.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,176.74557985986524
41782_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,193.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,94.22313940853383
41783_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,232.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,152.31546211727817
41784_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,51.0,9.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,21.42428528562855
41787_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,386.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,119.50732195141852
41788_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,92.0,55.0,irregular,unspecific,Styrene-butadiene-styrene block copolymer,Styrene-butadiene-styrene block copolymer,1395.0,1200,0.03,1.0,71.13367697511495
41816_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,89.0,34.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,55.00909015790027
41823_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,60.0,51.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,55.31726674375732
41826_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,144.0,72.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,101.82337649086284
41831_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,149.0,118.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,132.5971342073425
41833_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,403.0,106.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,206.6833326613445
41834_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,136.0,64.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,93.29523031752481
41835_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,97.0,67.0,irregular,unspecific,Polyethylene,Polyethylene,1395.0,1200,0.03,1.0,80.61637550770935
41836_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,177.0,72.0,irregular,blue,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,112.88932633336067
41838_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,62.0,25.0,irregular,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,39.370039370059054
41840_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,192.0,53.0,irregular,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,100.87616170334793
41842_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,771.0,44.0,fibre,blue,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,184.18468991748472
41843_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,153.0,130.0,irregular,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,141.0319112825179
41844_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,245.0,59.0,irregular,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,120.22894826122368
41845_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,537.0,32.0,fibre,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,131.08775686539153
41846_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,326.0,62.0,irregular,unspecific,Polypropylene,PP+PB15,1395.0,1200,0.03,1.0,142.16891362038328
41847_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,86.0,56.0,irregular,unspecific,Polystyrene,Polystyrene,1395.0,1200,0.03,1.0,69.39740629158989
41848_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,237.0,56.0,irregular,unspecific,Polystyrene,Polystyrene,1395.0,1200,0.03,1.0,115.20416659131735
41851_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,397.0,120.0,irregular,unspecific,Polystyrene,Polystyrene,1395.0,1200,0.03,1.0,218.26589289213283
41857_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,100.0,44.0,irregular,green,Polypropylene,PP+PY17,1395.0,1200,0.03,1.0,66.332495807108
41858_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,856.0,50.0,fibre,unspecific,Polypropylene,PP+PY17,1395.0,1200,0.03,1.0,206.881608655772
41861_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,64.0,49.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1395.0,1200,0.03,1.0,56.0
41862_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,1340.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1395.0,1200,0.03,1.0,213.44788591129216
41866_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,297.0,19.0,fibre,unspecific,Ethylen-Vinylacetat-Copolymer,Ethylen-Vinylacetat-Copolymer,1395.0,1200,0.03,1.0,75.11990415329349
41913_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,62.0,54.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,57.86190456595773
41914_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,203.0,48.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,98.71170143402453
41918_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,126.0,110.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,117.7285012220915
41922_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,191.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,100.61312041677269
41924_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,229.0,29.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,81.49233092751734
41925_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,134.0,54.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,85.06468127254695
41928_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,197.0,50.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,99.24716620639605
41932_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,92.0,29.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,51.65268628057983
41933_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,168.0,63.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,102.87856919689348
41934_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,196.0,47.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,95.97916440561461
41935_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,114.0,32.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,60.398675482166
41936_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,122.0,23.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,52.97169055259611
41937_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,190.0,30.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,75.49834435270749
41938_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,164.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,86.85620300243386
41939_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,151.0,29.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,66.17401302626281
41940_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,428.0,74.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,177.9662889425972
41942_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,237.0,75.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,133.32291625973383
41943_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,183.0,65.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,109.0642012761291
41944_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,711.0,62.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,209.9571384830723
41945_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,207.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,104.74254150057655
41946_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,582.0,35.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,142.7235089254745
41947_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,212.0,60.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,112.78297743897348
41948_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,211.0,21.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,66.56575696257048
41949_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,284.0,47.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,115.53354491228943
41950_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,72.0,20.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,37.94733192202055
41951_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,208.0,22.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,67.64613810115105
41952_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,502.0,35.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,132.55187663703597
41953_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,238.0,78.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,136.2497706420088
41954_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,136.0,14.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,43.634848458542855
41955_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,168.0,28.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,68.58571279792899
41956_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,334.0,36.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,109.6540012949824
41957_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,185.0,22.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,63.796551630946325
41958_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,221.0,32.0,fibre,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,84.09518416651456
41959_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,223.0,39.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,93.25770745627409
41960_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,194.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,99.46858800646564
41961_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,143.0,23.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,57.34980383575867
41962_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,254.0,39.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,99.52889027814989
41963_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,223.0,33.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,85.78461400507669
41964_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,63.0,52.0,irregular,unspecific,Polypropylene,Polypropylene,1395.0,1200,0.03,1.0,57.23635208501674
41965_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,169.0,60.0,irregular,unspecific,Polystyrene,Polystyrene,1395.0,1200,0.03,1.0,100.69756700139284
41966_0,Schlei_S10_15cm,Schlei,9.60355,54.5253,sediment,27,BONUS MICROPOLL,101.0,82.0,irregular,unspecific,Polystyrene,Polystyrene,1395.0,1200,0.03,1.0,91.00549433962765
